"ACOME Phone Holder Tablet iPad iPhone Android Still Alluminium Alloy - Grey","Deskripsi:

✅ All Alumunium Alloy Material
- Tekstur halus dan premium

✅ Dapat dilipat seukuran kartu
- Mudah disimpan dan dibawa

✅ Atas Bawah Dapat Dirotasi 270°
- Dapat disesuaikan dengan kebutuhan posisi Anda saat melihat layer handphone
- Menonton film jadi lebih nyaman

✅ Kompatibel dengan Semua Smartphone
- Cocok dan ssuai dengan semua ukuran dan jenis smartphone

✅ Putar penahan bawah dan kencangkan
- Menahan berbagai berat, ukuran, dan jenis smartphone lebih steady dan kokoh

✅ 4 Anti-Slip Pad
- 4 bantalan silicon agar tidak mudah tergeser

✅ Bisa nge-charge sambal nonton
- Charging lebih nyaman dengan charging hole

✅ Tonton film sesuka hati
- Bingkai didesain tidak menghalangi layar

Ketentuan Garansi:
1. Garansi 1 Tahun Tukar Baru Untuk Produk Tidak Berlaku Jika:
A. Tidak Ditemukan Adanya Kerusakan
B. Kerusakan Disebabkan Oleh Faktor Luar/Di Luar Kuasa
C. Kerusakan Akibat Dari Kesalahan Pemakaian (Terjatuh, Tergores, Ternoda, Pecah, Terkena Air, Dll.)
2. Syarat Klaim:
A. Unit Masih Dalam Masa Garansi Dan Sesuai Dengan Kebijakan Garansi Yang Telah Ditetapkan
B. Kelengkapan Dari Unit Harus Disertai Secara Lengkap (Dus, Kabel Charger, Buku Manual, Kartu Garansi, Dll)
C. Dilengkapi Dengan Nota Pembelian (Print Out History Pembelian) Dan Informasi Kerusakan Unit
*Note: Hubungi Customer Service Kami Melalui Layanan Chat, Untuk Mengetahui Prosedur Klaim Retur Atau Garansi Lebih Lanjut.","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/12/14/42f70d2b-37d0-494b-b88f-b962fa7b58a4.jpg.webp?ect=4g","Rp59.000","4.9","Acome Indonesia"
"Lazypod Jepit / Lazy Holder Model Kaki Capit 4","Lazypod capit 4

Untuk HP maksimal 5,5inch

Overview :
Dengan Lazypod, Anda dapat menaruh Smartphone, PDA, MP3 anda dimana saja seperti jepit di meja, tempat tidur, mobil dll.

Design
Holder ini di design agar dapat digunakan untuk semua jenis device, seperti Smartphone, MP3 player, PDA, dll. Bagian kakinya berbentuk penjepit sehingga Anda dapat meletakkan holder ini dibanyak tempat.

Universal Holder
Bagian penyangga smartphone berbentuk penjepit sehingga dapat menyesuaikan ukuran smartphone dengan holder.

360 Rotation
Anda dapat memutar posisi Device hingga 360.","https://images.tokopedia.net/img/cache/500-square/product-1/2020/7/17/48690432/48690432_fc5a2636-4439-4208-b523-aebeb894877a_1000_1000.webp?ect=4g","Rp8.500","4.5","PINZY Official Store"
"Robot RT-K7 Adaptor Charger 5V/1A With Cable Micro USB","100% Original Robot

Spesifikasi :
- Brand : ROBOT
- Tipe : RT-K7
- Output : 110-240V
- Input : 5V/1A

Fitur :
1. Output 5V/1A sama seperti kecepatan charger original , cocok di pasangkan dengan handphone anda
2. Mudah di bawa bepergian
3. Mendukung pengisiann daya smartphone pada umumnya
4. Secara otomatis mendeteksi perangkat dan memberikan output yang sesuai.
5. Charging load status , smart automatic detection & protection mengisi daya lebih aman
6. Dilengkai dengan kabel micro panjang 1 Meter
7. Anti-Fall dan tahan akan suhu tinggi , effektif melindungi bagian internal charger
8. Dapat digunakan di seluruh dunia
9. Tegangan Output AC110-240V","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/25/925ac08b-41a6-4daa-a952-2d4b57f59361.jpg.webp?ect=4g","Rp20.000","4.9","bestdeal official"
"Universal Car Holder ROBOT RT-CH11 360 Rotable For Smartphone","💎Keunggulan:
1. Clip Lock yang elastis, mudah dipasang,lepas & fleksibel
2. Squeeze mode suction cup kuat & tidak goyang
3. Bisa dipakai dimana saja seperti : dasboard & kaca
4. Rotasi 360 derajat yang dapat disesuaikan

😊Silahkan Bertanya Ke Costumer Service Mengenai Produk^^

📋Spesifikasi:

*Color: Blazk
*Weight : 0.198 kg

📌Kelengkapan
1x ROBOT Car Stent RT-CH11S Black

⏳Ketentuan garansi:
1. Garansi tidak berlaku jika:
a.Tidak ditemukan adanya kerusakan
b.Kerusakan disebabkan oleh faktor luar/di luar kuasa
c.Kerusakan akibat dari kesalahan pemakaian (terjatuh, tergores, ternoda, pecah, terkena air, dll.)

2. Syarat klaim:
a.Unit masih dalam masa garansi dan sesuai dengan kebijakan garansi yang telah ditetapkan
b.Kelengkapan dari unit harus disertai secara lengkap (dus, kabel charger, buku manual, kartu garansi, dll)
c.Dilengkapi dengan nota pembelian (print out history pembelian) dan informasi kerusakan unit

*Note: Hubungi customer service kami melalui layanan chat, untuk mengetahui prosedur klaim Retur atau Garansi lebih lanjut.","https://images.tokopedia.net/img/cache/500-square/product-1/2020/7/27/47828843/47828843_678b3482-c92a-41cf-a424-03ad671121e4_800_800.webp?ect=4g","Rp44.900","4.8","ROBOT OFFICIAL SHOP"
"ACMIC KAi100 AiCharge Kabel Data USB Type C Fast Charging 3A + 5A VOOC","GARANSI 18 BULAN RUSAK GANTI BARU
UNLIMITED CLAIM
TANPA PERLU SIMPAN BOX

Selama bisa klik BELI, berarti Stok Ready yah 😊


PROMO SPESIAL RAMADHAN EKSTRA

Harga Awal = Rp 399.000

HARGA KHUSUS SRE = Rp 49.000


Untuk pembelian Grosir Klik :


INFO PENGIRIMAN & GARANSI


Catatan:
Mohon videokan proses unboxing saat membuka paket demi mencegah hal-hal yang tidak diinginkan. Terima kasih :)
▁▁▁▁▁▁▁▁▁
Info Produk:

Kabel KAi100
AiCharge Kabel Data USB Type C Fast Charging 3A + 5A

Panjang : 100cm

Dengan AiCharge (ACMIC intelligent Charging System) :
• Dapat digunakan untuk Huawei Super Charge 40 Watt & 22,5 Watt
• Dapat digunakan untuk SuperVOOC 50Watt, VOOC 30 Watt & 20 Watt
• Dapat digunakan untuk OnePlus WARP Charge 30 Watt & 20 Watt Dash Charge
• Dapat digunakan untuk Motorola Turbo Power 18 Watt
• Dapat digunakan untuk Qualcomm Quick Charge 18 Watt
• Dapat digunakan untuk Samsung Adaptive Fast Charging 15 Watt

✧ Terbuat dari material premium berkualitas tinggi.
✧ Elastis dan mudah dilipat
✧ Ujung Konektor Tidak mudah pecah sehingga mencegah kerusakan pada ujung kabel hingga 6x lebih tahan lama.
✧ Fast Charging 3A & 5A
✧ Dapat digunakan sebagai kabel data (Speed up to 480Mbps)
✧ Dengan fitur Smart Temperature Protection untuk menjaga suhu tidak over-heat.
✧ Dengan fitur Smart Power Management yang efektif mencegah kerusakan baterai ponsel.","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/22/a628c5c2-5c1e-4868-957e-dbd9b3c589ce.jpg.webp?ect=4g","Rp49.000","4.9","ACMIC Official Store"
"Folding Dekstop Phone Stand HD-23 / Phone Holder Stand HP","Terbuat dari Besi, tahan lama dan elegan.
Cocok digunakan untuk menonton video, membaca dan belajar, bermain game, membuat panggilan telepon video dan konferensi video.
Cocok menjadi aksesoris meja yang bagus untuk kantor dan rumah Anda.
Kompatibel dengan: Apple / Samsung / Huawei dll. Ponsel pintar atau tablet lainnya

Spesifikasi:
Bahan : Besi
Cocok untuk: Ponsel, Tablet, Pad (4.7-12.9inch)
Tambahan: dapat dirotasi hingga 35derajat.
Cocok dengan:
iPhone XS Max / 11/11 Pro
Samsung Galaxy S11 / S11 Plus
Huawei Mate 30 / Mate 30 Pro
Ponsel cerdas atau tablet lainnya","https://images.tokopedia.net/img/cache/500-square/product-1/2020/8/22/48690432/48690432_85672f35-f959-48cb-a6c5-2befddffaacb_802_802.webp?ect=4g","Rp11.250","4.6","PINZY Official Store"
"Dudukan Handphone Tablet Folding Desktop phone stand Holder Mini 302","Holder Tablet & Dudukan Telepon
- Nikmati sudut pandang khusus yang nyaman dan kemudahan handsfree dengan Dudukan Ponsel Sanag untuk iPhone dan Android ini.

- Dudukan ponsel ini mendukung handsfree dan mengangkat ponsel Anda dari desktop yang berantakan.

- Direkomendasikan untuk menyesuaikan ke sudut dan ketinggian yang sesuai selama penggunaan untuk menemukan cara yang paling nyaman untuk melindungi leher.

dudukan telepon
dudukan telepon untuk meja
Dudukan Ponsel Dudukan Desktop Lipat Dudukan dan Sudut Disesuaikan
Dudukan telepon untuk kantor / rumah / dapur / meja / meja:

Untuk kantor - Keluarkan ponsel Anda dari meja yang berantakan, mudah untuk menjangkau ponsel Anda.

Untuk rumah - Nikmati waktu Anda di rumah. Ini adalah aksesori yang sempurna untuk kebutuhan Anda saat menonton video di YouTube, Facebook, Instagram dan mengobrol video dengan teman & keluarga, mengikuti resep sambil memasak.

dudukan telepon untuk meja
meja dudukan telepon
meja dudukan telepon
Beberapa Penyesuaian Sudut & Tinggi
Dudukan telepon Sanag dapat diatur ketinggian dan sudutnya. Dapat disesuaikan dengan cara Anda yang paling nyaman. Berbagai kombinasi memungkinkan pengguna untuk memilih dengan bebas.

Lubang Pengisian Cadangan
Dilengkapi dengan lubang pengisian daya yang dipesan, dudukan ponsel Sanag nyaman untuk mengisi daya sambil menonton film atau bermain, membuat Anda merasa lebih santai dan menyenangkan

Gravitasi Tengah Lebih Rendah & Lebih Stabil
Dudukan dudukan ponsel kami dilengkapi dengan alas berbobot 120g, dan stik paduan aluminium yang membuat gravitasi tengah lebih rendah, sehingga cukup stabil untuk menahan beban yang lebih berat","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/9/9/a4476b23-1409-4015-9c3f-8f99f3ea4bd9.jpg.webp?ect=4g","Rp17.360","4.8","lbagstore"
"Kabel data TREBLE / Cable data Micro USB 100 CM Blue - TKB1-M","Kabel data TREBLE / Cable data Micro USB 100 CM Blue - TKB1-M

TOLONG DIPERHATIKAN TIPENYA TERLEBIH DAHULU BARU MEMBELI. JANGAN SAMPAI SALAH PILIH .
BACA DESKRIPSI TERLEBIH DAHULU SBLM BERTANYA. TERIMAKASIH.

Material: Denim Braid
Length: 1 Metre
Color: Blue
Output: 2.4A","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/5/bf70b6ce-d933-4087-9422-b24050a756e8.jpg.webp?ect=4g","Rp29.900","4.9","Trebleofficialstore"
"Xiaomi Official Redmi Note 9 4/64 GB Garansi Resmi Mi Smartphone - Forest Green","Prosesor
MTK Helio G85
Prosesor octa-core performa tinggi
Frekuensi: hingga 2,0GHz
GPU: ARM G52 MC2, hingga 1000MHz
MediaTek HyperEngine

Baterai dan Pengisian daya
5020mAh (typ)*
Mendukung pengisian daya cepat 18W
Pengisi daya dalam kotak: 22,5W
Mendukung pengisian daya nirkabel terbalik 9W (maks)

Layar dan Desain
6,53"" DotDisplay
Resolusi: 2340x1080 FHD+ | 19,5:9
Kecerahan 450nit (typ)
Rasio kontras warna: 1500:1 (typ)
NTSC: 84% (typ)
Corning® Gorilla® Glass 5 depan
Pelapis nano tahan percikan
Kamera belakang

48MP AI quad kamera
48MP kamera utama
Ukuran sensor 1/2""
1,6μm 4-in-1 Super Piksel, 0,8μm ukuran piksel
f/1.79
AF, Lensa 6P, FOV 79,4°
8MP kamera sudut ultra lebar
FOV 118°
f/2.2
Ukuran sensor 1/4""
Ukuran piksel 1,12μm, lensa 5P
2MP kamera makro
AF (2cm-10cm)
Ukuran piksel 1,75μm
f/2.4 aperture
2MP sensor kedalaman
Ukuran sensor 1/5""
Ukuran piksel 1,75μm
Lensa 3P, ƒ/2.4, FF
Penyimpanan dan RAM


ROM+Ram: 4GB + 64GB","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/9/dfff2988-4ce5-470f-9c9f-5042cabb53d5.png.webp?ect=4g","Rp1.999.000","4.9","Xiaomi Official Store"
"Xiaomi Official Redmi Note 9 4/64 GB Garansi Resmi Mi Smartphone - Polar White","Prosesor
MTK Helio G85
Prosesor octa-core performa tinggi
Frekuensi: hingga 2,0GHz
GPU: ARM G52 MC2, hingga 1000MHz
MediaTek HyperEngine

Baterai dan Pengisian daya
5020mAh (typ)*
Mendukung pengisian daya cepat 18W
Pengisi daya dalam kotak: 22,5W
Mendukung pengisian daya nirkabel terbalik 9W (maks)

Layar dan Desain
6,53"" DotDisplay
Resolusi: 2340x1080 FHD+ | 19,5:9
Kecerahan 450nit (typ)
Rasio kontras warna: 1500:1 (typ)
NTSC: 84% (typ)
Corning® Gorilla® Glass 5 depan
Pelapis nano tahan percikan
Kamera belakang

48MP AI quad kamera
48MP kamera utama
Ukuran sensor 1/2""
1,6μm 4-in-1 Super Piksel, 0,8μm ukuran piksel
f/1.79
AF, Lensa 6P, FOV 79,4°
8MP kamera sudut ultra lebar
FOV 118°
f/2.2
Ukuran sensor 1/4""
Ukuran piksel 1,12μm, lensa 5P
2MP kamera makro
AF (2cm-10cm)
Ukuran piksel 1,75μm
f/2.4 aperture
2MP sensor kedalaman
Ukuran sensor 1/5""
Ukuran piksel 1,75μm
Lensa 3P, ƒ/2.4, FF
Penyimpanan dan RAM


ROM+Ram: 4GB + 64GB","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/9/6239d0b9-6e4f-4b7d-ac8e-7d6572b1f30c.png.webp?ect=4g","Rp1.999.000","4.9","Xiaomi Official Store"
"Samsung A01 Core 2/32 GB Garansi Resmi SEIN - Hitam","Ready Stok *10 Mei 2021

SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Size 5.3 inches, 71.3 cm2 (~74.5% screen-to-body ratio)
PLATFORM OS Android 10 (Go edition)
Chipset Mediatek MT6739WW (28 nm)
CPU Quad-core 1.5 GHz Cortex-A53
GPU PowerVR GE8100
Internal 32GB 2GB RAM
MAIN CAMERA Single 8 MP, f/2.2, AF
SELFIE CAMERA Single 5 MP, f/2.4
BATTERY Li-Ion 3000 mAh battery","https://images.tokopedia.net/img/cache/500-square/product-1/2020/8/11/2608727/2608727_e31b4bef-2e34-44ef-912d-976e2d23e0f8_800_800.webp?ect=4g","Rp1.030.000","4.9","Gudang-HP"
"OPPO Reno4 Smartphone 8GB/128GB (Garansi Resmi) - Biru","OPPO Reno4
Clearly The Best You

Color : Space Black, Galactic Blue
Front Camera : 32 Megapixel + AON Smart Sensor*
Rear Camera : Quad Camera 48 Megapixel + 8 Megapixel + 2 Megapixel + 2 Megapixel
CPU : Snapdragon 720G
Battery : 4015 mAh
Screen : 6,4"" Dual Punch Hole AMOLED Screen
Display : 2400 X 1080 FHD+
Memory : 8GB RAM + 128GB ROM
SIM Card : Dual Nano SIM + Independent TF Card Slot
Operating System : ColorOS 7.2 based on Android 10
Size(mm) : 160.3mm x 73.9mm x 7.7mm
Weight : 165g
Network : 2G/3G/4G

In The Box
OPPO Reno4*1
Adapter VOOC 4.0*1
Type-C Cable*1
Headset *1
Important Info. Booklet with Warranty Card *1
Quick Start Guide *1
SIM Card Tool *1
Case *1

Syarat & Ketentuan Komplain Produk:
1. Mohon untuk bisa melakukan Video Unboxing (Pembukaan Paket), Foto Penerimaan Produk, Foto Resi dan Label Pembeli saat paket sudah berhasil diterima sehingga jika ada Kerusakan, Kekurangan Produk/Hadiah, atau Ketidaksesuaian Produk yang diterima bisa dilakukan validasi melalui kelengkapan tersebut.

2. Jika tidak ada atau hanya memiliki salah satu dari kelengkapan yang disebutkan, maka segala bentuk komplain yang masuk tidak bisa ditindak lanjuti atau dianggap tidak sah. *kecuali: memang ada kesalahan dari sisi Penjual.

3. Kerusakan packaging hanya pada bagian luar (bagian dalam utuh, produk tidak ada kerusakan/kekurangan, dll) disebabkan penanganan paket dari Pihak Jasa Ekspedisi yang kurang baik. Diharapkan agar Pembeli bisa melakukan komplain langsung ke Pihak Jasa Ekspedisi.","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/7/0ff3afe4-4385-449b-9500-61a8f6710ffd.jpg.webp?ect=4g","Rp3.699.000","4.9","OPPO OFFICIAL STORE"
